cod_municipio,nome_municipio,M2019,M2021,I_imp,M2024,I_rec,I_EAD,pct_internet_2019,pct_banda_2019,pct_urbana_2019,ICT_2019,pct_banda_2024,pct_urbana_2024,pct_estadual_2024,ICT_2024,I_ERE,cod_regiao_interm,nome_regiao_interm
3102852,Angelândia,2059,1918,-6.847984458474989,1712,-146.09929078014184,0.0,0.0,1.0,0.75,0.4166666666666667,1.0,0.8,0.4,0.6,53.333333333,3103,Teófilo Otoni
3102902,Antônio Carlos,1746,1591,-8.877434135166094,1621,19.35483870967742,0.0,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.84615386,0.6153846153846154,0.23076923076923078,0.8461538492104946,303.66666667,3107,Barbacena
3103009,Antônio Dias,1888,1800,-4.661016949152542,1769,-35.22727272727273,0.0,0.2222222222222222,0.2777777777777778,0.16666666666666666,0.24074074074074073,1.0,0.16666666666666666,0.2222222222222222,0.5740740740740741,86.4375,3105,Ipatinga
3103108,Antônio Prado de Minas,340,304,-10.588235294117647,309,13.88888888888889,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,154.0,3106,Juíz de Fora
3103207,Araçaí,465,452,-2.795698924731183,446,-46.15384615384615,0.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.25,0.9166666666666666,284.0,3101,Belo Horizonte
3103306,Aracitaba,279,286,2.5089605734767026,289,100.0,0.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.8333333333333334,,3106,Juíz de Fora
3103405,Araçuaí,7869,7467,-5.108654212733511,8319,211.94029850746267,0.7901432971742333,0.4222222222222222,0.7111111111111111,0.5333333333333333,0.5777777777777778,0.88095236,0.5238095238095238,0.2857142857142857,0.8412698337009975,179.2,3103,Teófilo Otoni
3103504,Araguari,23099,22263,-3.6192042945582057,23414,137.6794258373206,2.9151506984683104,0.3835616438356164,0.9726027397260274,0.9178082191780822,0.6894977168949771,0.9726027,0.9178082191780822,0.2602739726027397,0.8675799037767872,97.571428571,3111,Uberlândia
3103603,Arantina,629,577,-8.267090620031796,573,-7.6923076923076925,0.0,0.4,1.0,1.0,0.6666666666666666,0.75,1.0,0.25,0.6666666666666666,284.0,3106,Juíz de Fora
3103702,Araponga,1500,1471,-1.9333333333333333,1337,-462.0689655172414,0.0,0.5,0.9,0.3,0.5666666666666667,1.0,0.3,0.2,1.0,111.0,3106,Juíz de Fora
3103751,Araporã,1799,1822,1.2784880489160644,1913,100.0,0.0,0.5714285714285714,1.0,1.0,0.6666666666666666,1.0,1.0,0.14285714285714285,0.9047619047619048,42.666666667,3111,Uberlândia
3103801,Arapuá,507,508,0.19723865877712032,488,100.0,0.0,0.25,1.0,1.0,0.5833333333333334,1.0,1.0,0.25,1.0,107.0,3112,Patos de Minas
3103900,Araújos,1820,1927,5.879120879120879,1898,100.0,0.0,0.6666666666666666,1.0,1.0,0.8333333333333334,1.0,0.8571428571428571,0.14285714285714285,1.0,116.0,3113,Divinópolis
3104007,Araxá,24799,23606,-4.8106778499133025,27293,309.05280804694047,2.25366432262984,0.5,1.0,0.9342105263157895,0.6973684210526315,1.0,0.9397590361445783,0.12048192771084337,0.8755020080321286,109.41666667,3110,Uberaba
3104106,Arceburgo,1877,1728,-7.938199254128929,1661,-44.966442953020135,0.0,0.6,1.0,1.0,0.8000000000000002,1.0,1.0,0.2,0.8666666666666667,123.0,3108,Varginha
3104205,Arcos,8345,8052,-3.511084481725584,8812,259.3856655290102,6.209637357178341,0.6428571428571429,1.0,0.8928571428571429,0.7023809523809524,1.0,0.8928571428571429,0.21428571428571427,0.8214285714285715,137.26666667,3113,Divinópolis
3104304,Areado,2946,2933,-0.44127630685675495,2761,-1323.076923076923,0.0,0.7,1.0,1.0,0.7999999999999999,1.0,1.0,0.1,0.9,94.2,3108,Varginha
